GPS_A1.EarthMJ2000Eq.X    GPS_A1.EarthMJ2000Eq.Y    GPS_A1.EarthMJ2000Eq.Z    GPS_A2.EarthMJ2000Eq.X    GPS_A2.EarthMJ2000Eq.Y    GPS_A2.EarthMJ2000Eq.Z    GPS_A3.EarthMJ2000Eq.X    GPS_A3.EarthMJ2000Eq.Y    GPS_A3.EarthMJ2000Eq.Z    GPS_A4.EarthMJ2000Eq.X    GPS_A4.EarthMJ2000Eq.Y    GPS_A4.EarthMJ2000Eq.Z    GPS_B1.EarthMJ2000Eq.X    GPS_B1.EarthMJ2000Eq.Y    GPS_B1.EarthMJ2000Eq.Z    GPS_B2.EarthMJ2000Eq.X    GPS_B2.EarthMJ2000Eq.Y    GPS_B2.EarthMJ2000Eq.Z    GPS_B3.EarthMJ2000Eq.X    GPS_B3.EarthMJ2000Eq.Y    GPS_B3.EarthMJ2000Eq.Z    GPS_B4.EarthMJ2000Eq.X    GPS_B4.EarthMJ2000Eq.Y    GPS_B4.EarthMJ2000Eq.Z    GPS_C1.EarthMJ2000Eq.X    GPS_C1.EarthMJ2000Eq.Y    GPS_C1.EarthMJ2000Eq.Z    GPS_C2.EarthMJ2000Eq.X    GPS_C2.EarthMJ2000Eq.Y    GPS_C2.EarthMJ2000Eq.Z    GPS_C3.EarthMJ2000Eq.X    GPS_C3.EarthMJ2000Eq.Y    GPS_C3.EarthMJ2000Eq.Z    GPS_C4.EarthMJ2000Eq.X    GPS_C4.EarthMJ2000Eq.Y    GPS_C4.EarthMJ2000Eq.Z    GPS_D1.EarthMJ2000Eq.X    GPS_D1.EarthMJ2000Eq.Y    GPS_D1.EarthMJ2000Eq.Z    GPS_D2.EarthMJ2000Eq.X    GPS_D2.EarthMJ2000Eq.Y    GPS_D2.EarthMJ2000Eq.Z    GPS_D3.EarthMJ2000Eq.X    GPS_D3.EarthMJ2000Eq.Y    GPS_D3.EarthMJ2000Eq.Z    GPS_D4.EarthMJ2000Eq.X    GPS_D4.EarthMJ2000Eq.Y    GPS_D4.EarthMJ2000Eq.Z    GPS_E1.EarthMJ2000Eq.X    GPS_E1.EarthMJ2000Eq.Y    GPS_E1.EarthMJ2000Eq.Z    GPS_E2.EarthMJ2000Eq.X    GPS_E2.EarthMJ2000Eq.Y    GPS_E2.EarthMJ2000Eq.Z    GPS_E3.EarthMJ2000Eq.X    GPS_E3.EarthMJ2000Eq.Y    GPS_E3.EarthMJ2000Eq.Z    GPS_E4.EarthMJ2000Eq.X    GPS_E4.EarthMJ2000Eq.Y    GPS_E4.EarthMJ2000Eq.Z    GPS_F1.EarthMJ2000Eq.X    GPS_F1.EarthMJ2000Eq.Y    GPS_F1.EarthMJ2000Eq.Z    GPS_F2.EarthMJ2000Eq.X    GPS_F2.EarthMJ2000Eq.Y    GPS_F2.EarthMJ2000Eq.Z    GPS_F3.EarthMJ2000Eq.X    GPS_F3.EarthMJ2000Eq.Y    GPS_F3.EarthMJ2000Eq.Z    GPS_F4.EarthMJ2000Eq.X    GPS_F4.EarthMJ2000Eq.Y    GPS_F4.EarthMJ2000Eq.Z    
-16444.51884287895        3685.146020729856         -20528.57270577667        1440.938747557641         23291.07001974112         12683.58945453927         7088.260547030563         -25503.8666595095         -2175.08848178043         13762.51623794223         -20863.36829992332        8985.193860732154         14268.36259646414         11078.85994390053         19470.45834002295         -22581.51200604369        10798.38980663846         8882.179245387933         7245.198350793555         -15776.6787425168         -20100.4983009456         -26222.16780981577        3295.229059007092         -2637.929851964387        -12775.6660754346         8464.775767623472         21692.25708829148         18523.84016144645         18914.01286259143         -2131.526843363233        20844.42161045484         9656.200221330533         -13329.91965617034        -4566.238057745279        -21333.46448331002        -15147.81304377044        -8769.635601193895        -16055.27103002162        19254.73586550547         16580.82003406631         -4863.431610417483        -20170.4738691809         -12559.59488212981        22443.3795031781          6631.339736844045         188.9042513391634         -24216.06393102976        10907.26447496032         26037.36152559015         -5240.085047765273        138.5178440919883         -3946.711611224801        15769.70111984848         -21003.96746123289        -19435.62633328697        -7815.412681379458        16327.86156367652         -16775.26243503594        14053.6513903182          -15050.2779115995         5509.476060000957         21622.86305582968         -14405.41567502343        -20906.07143057419        -11569.11238344129        -11598.04762186993        10767.40106038368         -10811.48400635417        21739.35694462879         18311.81327392953         482.5913456213652         19231.92346610616         
-16016.00320956756        1055.78723933125          -21161.26957489559        -287.46158968933          24264.85938907607         10796.19483519541         8615.944454448199         -25123.29754745101        65.24766346785083         14676.87191684249         -19222.47389840101        10977.41487070052         11927.34522732558         12180.73112537117         20366.53217947989         -23834.09891788269        9552.610200675826         6790.07460596321          9801.522671144712         -15593.47731077352        -19136.44294023302        -26059.08272539348        1686.097734168902         -4847.403044433555        -14412.08565905363        6288.247411772744         21405.07322174568         17426.73058553843         20042.71136952749         109.0577240992085         20903.50941358141         11682.11746563586         -11488.70000832519        -2441.120289551021        -20528.10780462807        -16675.13674083246        -7250.78813774727         -18024.89247546716        18109.52371441013         16230.90239707169         -2248.355689707707        -20902.84180380221        -13637.68834761059        21053.02373110334         8729.48030974707          1914.884824901553         -24946.89067090743        8911.07017560874          26219.83189871921         -3676.923904636333        -2102.230699689569        -6594.889956608674        15796.07828669501         -20308.15923567973        -17519.85437583284        -9188.36776770609         17721.49965705289         -18761.33456879519        13234.27476313198         -13352.6314064289         3403.466953352676         20918.7840105285          -16007.44050603651        -20755.6821961275         -13478.5572310327         -9641.19034304542         12555.65637208075         -8738.082199125178        21712.40988753152         19253.81655778444         2782.38713499291          18082.40372134904         
-15417.29714124067        -1584.784124654336        -21569.05512181435        -2012.804201854987        24980.74339274089         8794.034080998654         10052.04206007206         -24475.67893427967        2304.883348618484         15435.22857782307         -17377.27243355863        12852.93045302776         9459.585627753962         13153.16143154534         21046.13713392796         -24833.34505946691        8205.298743117166         4625.788918491875         12253.68346242891         -15244.56922538237        -17968.9921131758         -25619.00233164793        59.04940308050787         -7005.334691643565        -15895.35620748036        4044.90598101679          20890.39205467363         16144.37995284046         20958.35736484787         2348.477695114789         20740.4191585024          13583.86241764894         -9525.351536019863        -290.0622463219611        -19504.58946427873        -18025.20667767762        -5654.88821251967         -19802.95448478129        16771.82362800419         15708.51016334773         390.6037968268591         -21413.04372150844        -14570.82461889483        19438.89894790524         10734.81292305902         3620.509293645446         -25412.55476709588        6820.145410270604         26123.5958864476          -2074.684538289065        -4320.624735422551        -9172.981871918621        15654.59890352627         -19396.50611711586        -15417.89740459724        -10463.67017307829        18926.76616703773         -20548.00300569624        12274.24478883665         -11513.04633333411        1261.290165224944         19992.38423966804         -17439.30291570447        -20384.68221907803        -15244.73461819833        -7581.842931065405        14210.48918007327         -6571.833687716792        21454.69900683269         19991.20258475744         5052.607847861259         16740.68424342752         
-14654.77366454895        -4208.486456933836        -21747.60023571215        -3716.735866835472        25431.10546476686         6698.408515459266         11381.27727761486         -23567.90436555381        4519.988464020286         16029.52580608622         -15347.39971543095        14591.79175111628         6891.333066267946         13985.8150607129          21502.05374157864         -25568.62044495429        6770.787915721507         2412.349974922641         14575.60093757176         -14733.66560106362        -16610.56487514858        -24906.61561181689        -1568.607255577959        -9088.766076710925        -17209.70583867509        1758.609808261392         20153.69165783341         14690.4329455103          21651.21346311339         4562.905087927405         20356.88387661354         15341.20467356248         -7460.762250122565        1864.056707747909         -18273.80608086686        -19183.66969604928        -3998.909159317003        -21370.54532447699        15255.86511442158         15019.20536247372         3025.381638829621         -21695.66133893972        -15349.08294835465        17618.18348658113         12626.00550817987         5287.63378488052          -25608.10194024337        4656.736692359963         25749.68282730085         -450.4124285398437        -6493.060787107413        -11653.56960441548        15346.76880990601         -18278.70668608392        -13152.11964595935        -11627.761256892          19930.84900802189         -22116.26162756744        11183.77235267384         -9551.092923650325        -894.2682256631396        18853.52775633522         -18685.77889457043        -19797.01685918927        -16848.8559299604         -5441.915633258031        15714.30374789157         -4335.77758654361         20968.97038302404         20516.1276671952          7269.107538421085         15221.03743707339         
-13736.53302536222        -6787.465781339843        -21695.01623327604        -5381.161198540494        25611.16230012392         4531.57724846197          12589.53520248782         -22409.61945447201        6687.034028790628         16453.4592544484          -13154.41812380933        16175.53603681011         4249.857407292526         14669.85744880881         21729.44921442224         -26032.11721234942        5264.312671682249         173.2694554690664         16742.6215049672          -14066.19122511001        -15075.58753788336        -23929.49582561342        -3179.586899880468        -11075.56945488557        -18341.18211658766        -546.3672877001305        19202.79757177881         13080.33406810444         22113.92564437401         6728.817934868123         19756.97543334786         16935.48119871345         -5316.86128957643         3998.364908024159         -16848.83503881799        -20138.23197320493        -2300.434092226639        -22711.01932527972        13577.74717295458         14170.31146356806         5628.00577784967          -21747.70114420582        -15964.20460270167        15610.21975424705         14382.9754494778          6898.553563490409         -25531.45577043619        2443.823794007495         25102.07002758241         1178.642020077109         -8596.463953725832        -14010.31628815169        14875.85710229629         -16966.63192584193        -10746.58467119613        -12668.28648426569        20723.09414423319         -23449.45557183322        9974.436961109694         -7487.609083501508        -3040.320144134422        17514.31635822955         -19733.63935725966        -18998.92661662091        -18273.8852424235         -3244.138565597748        17051.1368972583          -2053.654585450057        20260.38561725763         20823.01697208259         9408.350651584884         13539.60162717834         
-12672.33049004779        -9294.326707151462        -21411.86371043284        -6988.393020019293        25518.99641232929         2316.568832156874         13663.97669442125         -21013.13375971059        8782.987779188123         16702.52803855458         -10821.63137263276        17587.33621542569         1563.219455098662         15198.0244525516          21725.91083944876         -26218.90729114795        3701.880853184506         -2067.654691070703        18731.71949639413         -13249.23491679223        -13380.36823151133        -22698.02914223881        -4756.771610153864        -12944.63028013641        -19277.76329145499        -2845.539108571848        18047.81138966187         11331.19378318378         22341.57804202847         8823.195799933395         18947.06448519241         18349.74801254338         -3116.433159714489        6090.188671937825         -15244.81930965455        -20878.75533511456        -577.5077991534123        -23810.12978836173        11755.29928106604         13170.84749308851         8170.8296020053           -21568.61241637623        -16409.65688835244        13436.34675253633         15987.05340436245         8436.149682278066         -25183.4274953022         204.9259318044972         24187.6413215847          2795.167979539718         -10608.47901129208        -16218.18242619949        14246.86430750917         -15474.22067499642        -8226.850292091991        -13574.19467576809        21295.08794459533         -24533.41413865006        8659.086598132077         -5344.523210652364        -5154.066274677134        15988.98237811346         -20571.75442039327        -17998.88904625073        -19504.67693733949        -1011.869790364436        18206.78638342176         250.2924345871108         19336.47234910984         20908.6051510647          11447.60660586535         11714.24171918833         
-11473.4755138684         -11702.42840115257        -20901.15264832652        -8521.344405491442        25155.58437964384         76.93460184570269         14593.18008084512         -19393.29452918324        10785.56398883284         16774.08749170691         -8373.837568570056        18812.18600719722         -1140.029072893938        15564.70439896881         21491.47792115948         -26127.00300747986        2100.102356685586         -4286.594483060061        20521.7498308705          -12291.47753811722        -11542.92604645719        -21225.30941959986        -6283.39588863672         -14676.07738569633        -20009.4928546689         -5114.470276112539        16701.00789077122         9461.607994154079         22331.75203660389         10823.76949391643         17935.757787946           19568.96765247106         -882.8739785119755        8117.296849478264         -13478.80936500394        -21397.3715532428         1151.556642237308         -24656.18911537853        9807.893715786928         12031.43519265655         10626.83024816328         -21160.29921333321        -16680.70766171055        11119.67481751025         17421.18792161321         9884.075354836985         -24567.71479684768        -2036.150820999437        23016.11991364171         4381.980807639555         -12507.71339790414        -18253.69923769677        13466.47310957214         -13817.33488646036        -5619.697086336374        -14335.86006375192        21640.75311698858         -25356.61037407729        7251.702416116362         -3144.620348988738        -7213.041711328694        14293.74053464313         -21191.21822743939        -16807.53309498003        -20528.1441713021         1231.155264606644         19168.96840445354         2551.578145974146         18207.04933086533         20771.97777802074         13365.1971290591          9764.361120672131         
-10152.70732759911        -13986.18150302034        -20168.31106382366        -9963.719860627098        24524.78861347463         -2163.513635645415        15367.26957200433         -17567.3231451856         12673.47251439489         16667.37989949525         -5837.054302333924        19837.06824435286         -3831.162624235601        15766.00185630577         21028.6433798651          -25757.38178457769        476.0043841525646         -6459.957704142436        22093.68554402404         -11203.09682488681        -9582.791873115068        -19526.99432021107        -7743.23366793034         -16251.50527453182        -20528.59236225447        -7329.048299659101        15176.70046075253         7491.451897458421         22084.55516676102         12709.26996076234         16733.80428624896         20580.17870600216         1360.068982897703         10058.14837963413         -11569.57496928897        -21688.57153916035        2868.381734983564         -25240.20167361121        7756.231122474411         10764.18227393159         12969.90958925502         -20527.10127194968        -16774.47927473056        8684.829565996726         18670.13644653942         11226.93902603595         -23690.86314825448        -4255.57891853726         21599.9621537823          5922.213651767072         -14273.97638406306        -20095.23165805138        12542.97558532444         -12013.58482059947        -2952.831566347885        -14945.1903936046         21756.41805962138         -25910.29217978517        5767.243864020803         -911.2888035855703        -9195.366033189144        12446.60905937579         -21585.44963215675        -15437.52249238191        -21333.40673870209        3461.088284809906         19927.45611807517         4825.747027043893         16884.11931012444         20414.5839023497          15140.73896379552         7710.686954615188         
-8724.054602366276        -16121.32577323765        -19221.12324425723        -11300.19255686447        23633.31195447046         -4380.964198208358        15978.02117419485         -15554.62416286605        14426.65005193192         16383.54036934083         -3238.233560221812        20651.09423941334         -6481.594917143477        15799.77814202544         20342.32384053374         -25113.97202478467        -1153.155084003935        -8564.645451286053        23430.82343709719         -9995.654725504968        -7520.793544334549        -17621.13126304069        -9120.77464287924         -17654.17309617724        -20829.54406893217        -9465.746258816262        13491.08286917691         5441.661396086159         21602.61685611767         14459.65932994936         15353.97531962591         21372.6352182508          3588.557263773619         11892.12608139515         -9537.398644356017        -21749.26249460657        4554.726368012298         -25555.95937324669        5622.11303172893          9382.548898130328         15175.1774817851          -19675.74404182878        -16689.97757792359        6157.681460785502         19720.6292293043          12450.47152651556         -22562.19107109375        -6429.769847499336        19954.21816643056         7399.50114559796          -15888.49798685962        -21723.21267844315        11486.18109196691         -10082.13504771598        -254.5833481047131        -15395.71322076431        21640.85398773229         -26188.57501118561        4221.484151575855         1331.73616137459          -11079.98091268584        10467.21123589543         -21750.26105037607        -13903.41509237125        -21911.90752492212        5654.228871464238         20474.18905215337         7048.639988374369         15381.73589932928         19840.21785384105         16755.3652119377          5575.042292966396         
-7202.7083181255          -18085.15616568633        -18069.66204893405        -12516.54780454826        22490.640301515           -6551.826004993279        16418.94124100242         -13376.60932786334        16026.44749822276         15925.58930354363         -605.0146192776033        21245.60753008014         -9063.142764388038        15665.67404545082         19439.81842995303         -24203.62148457705        -2770.046588846144        -10578.26668678881        24518.94267541063         -8681.992890310765        -5378.865413097355        -15527.99445613171        -10401.36857518921        -18869.16180831912        -20909.14593410005        -11501.84116883498        11662.08300716279         3334.041218798437         20891.06801201913         16056.31809007111         13810.94978811701         21937.909866512           5778.881778111364         13599.72818897075         -7403.891155650854        -21578.80033038573        6192.654838711971         -25600.10404723459        3428.242033090414         7901.225912700523         17219.18334558038         -18615.28078789846        -16428.1039709337         3565.109011680075         20561.49480627309         13541.65998227508         -21193.70838943414        -8535.592919715502        18096.39678635191         8798.131369307726         -17334.10460207262        -23120.32795484116        10307.32829090896         -8043.530001581148        2446.354911998728         -15682.63822525879        21295.29028216035         -26188.50119226192        2630.865611025337         3560.591507826659         -12846.84554049949        8376.597109397091         -21683.9009187277         -12221.53124766688        -22257.4955234681         7787.24419611938          20803.35140287979         9196.617967303757         13715.87744925079         19054.98828139669         18191.90257330636         3380.146130443913         
-5604.818904967829        -19856.82163054925        -16726.15235208228        -13599.87017214539        21108.9124718864          -8653.041590104991        16685.34989079728         -11056.41041976657        17455.87512094944         15298.38953033646         2034.643096646302         21614.29516225445         -11548.39891778661        15365.11215253157         18330.70880271019         -23036.00190689285        -4357.499345011703        -12479.4344241585         25346.49019519096         -7276.060407346061        -3179.755564406006        -13269.8126904612         -11571.41814896818        -19883.56912376407        -20766.55102780246        -13415.71435399954        9709.122731465242         1190.974307259642         19957.46905588979         17482.28990554612         12121.11640415573         22270.00248032493         7907.777540307739         15162.82500321283         -5191.703383133759        -21178.99464319746        7764.77462659275          -25372.16815196883        1197.919010772349         6335.938561862326         19080.22490954204         -17356.96949903087        -15991.64051805171        934.641085431008          21183.80477778347         14488.91872869087         -19599.95267028831        -10550.681794914          16046.22952871023         10103.25317182908         -18595.44426104366        -24271.74262539963        9018.934054491874         -5919.419397486999        5121.307997532712         -15802.91825846644        20723.39471947364         -25910.07494016305        1012.280337620751         5751.603592878382         -14477.2005404958         6196.962647706343         -21387.07334560241        -10409.73445729865        -22366.50392087891        9837.478326131986         20911.4462094153          11246.87474951816         11904.23258043717         18067.2338601254          19435.09707331067         1149.310426589991         
-3947.337288539266        -21417.51373227568        -15204.84304196963        -14538.65956277965        19502.78945379571         -10662.30436258971        16774.41540293138         -8618.649087611531        18699.75519108829         14508.58983204984         4652.727795377383         21753.23478049049         -13910.98879624208        14901.27368688431         17026.75558856429         -21623.5008809791         -5898.664208159706        -14247.96423706996        25904.67645096364         -5792.774562977414        -946.8041127687521        -10870.54671204606        -12618.50256426636        -20686.62112260751        -20403.26292200219        -15187.05168766805        7652.924538132211         -964.7948268478026        18811.72417988849         18722.43395615222         10302.40767043176         22365.38385324589         9952.64343899093          16564.82385261219         -2924.305154453307        -20554.07807538334        9254.39955435169          -24874.56345916534        -1045.182732517866        4703.291228670839         20738.54542029753         -15914.15384697102        -15385.21296926309        -1705.80872283977         21580.94627842241         15282.19194202137         -17797.83623948921        -12453.64382156854        13825.47009335941         11301.01283210754         -19659.12270304647        -25165.22949199057        7634.667063038105         -3732.34554128623         7741.890814139281         -15755.2688530739         19931.22532519095         -25356.24588497176        -617.0936516673343        7881.51328895625          -15953.73940075451        3951.432335664005         -20862.91797336551        -8487.252190975434        -22237.77123812419        11783.16481565954         20797.31624300046         13177.64993365515         9966.02231478427          16887.4314803454          20471.74926705055         -1093.785822117923        
-2247.885592632763        -22750.62227085303        -13521.90389522217        -15322.92688643179        17689.34914092886         -12558.23653676074        16685.18352410105         -6089.249942197269        19744.84779164763         13564.58016299547         7221.393882141498         21660.93483057641         -16125.78098784033        14279.08088949767         15541.81538760311         -19981.13523871838        -7377.146958561322        -15865.03713152459        26187.55540558138         -4247.907663052833        1296.237624705672         -8355.708693828861        -13531.47925179361        -21269.76485244646        -19823.13352526583        -16797.00813421553        5515.354425156267         -3110.336738735171        17466.01288432004         19763.55051063256         8374.165194099909         22223.03304528757         11891.72219892046         17790.80495362026         -625.8052585295727        -19710.68310263076        10645.68358075427         -24112.57360610289        -3277.201873535421        3020.641238394864         22176.4962190813          -14302.16746221313        -14615.26190139183        -4328.158637247255        21748.68279426828         15913.03839394732         -15806.52267205182        -14224.23162209682        11457.73206296654         12378.66629405463         -20513.81578430747        -25791.27547905322        6169.245237824355         -1505.570047844318        10280.23131051719         -15540.18549441934        18927.19285481563         -24532.89739304916        -2239.926098655317        9927.660168913551         -17260.74955479626        1663.882348246745         -20116.99535990019        -6474.530376156915        -21872.66013971261        13603.60091132425         20462.16270749452         14968.40371276041         7921.855751771142         15528.12255257967         21290.82602429172         -3325.281014945417        
-524.4966994311472        -23841.98206047516        -11695.18717569612        -15944.34223022988        15687.83383147121         -14320.70588218946        16418.59196286164         -3495.057402048799        20580.04703946874         12476.36826501256         9713.373541141511         21338.3574524387          -18169.25955709201        13505.12498088003         13891.63671305022         -18126.32925024052        -8777.251029123961        -17313.4783453508         26192.11339887147         -2657.853612588144        3525.558903817152         -5751.985476441424        -14300.64894496094        -21626.79537813192        -19032.30694186355        -18228.4873709049         3319.098508850553         -5222.87619414152         15934.61027248354         20594.57658783985         6356.853496056429         21844.45298288442         13704.42280562002         18827.74263935728         1679.404668269729         -18657.74496507826        11923.85582354401         -23094.27658323769        -5474.442608209069        1305.842442995248         23378.79880504837         -12538.10801459401        -13689.94806828171        -6904.573687693135        21685.21748783728         16374.75669285395         -13647.1433810549         -15843.6431026693         8968.140143797847         13324.76786178155         -21150.43740917932        -26143.2234477922         4638.218051457207         737.270551629103          12709.38274893506         -15159.93708228463        17721.93748724895         -23448.75997607876        -3838.991172027456        11868.3182942664          -18384.34528615373        -641.4120557034381        -19157.20577630953        -4392.930872285713        -21275.03770569563        15279.45431206135         19909.52842437944         16600.12148670069         5793.42547654511          14003.72775978065         21883.62458392834         -5521.48445370824         
1204.508034238372         -24679.96772539071        -9744.10594109975         -16396.2900006959         13519.51805788496         -15930.96125730336        15977.46271579285         -863.6535552103005        21196.45469016687         11255.51125651389         12102.1605405684          20788.91070159287         -20019.6824184883         12587.62079459604         12093.75251862709         -16078.79479140074        -10084.0832607032         -18577.8724386231         25918.28755222816         -1039.516235895267        5717.451237900955         -3087.05753895317         -14917.82030850104        -21753.89625884408        -18039.17651319611        -19466.25673481544        1087.508656195682         -7279.946101995055        14233.78899904094         21206.65928269061         4271.920358081034         21233.65831466105         15371.45930344173         19664.59246591352         3966.815049449066         -17406.44019934056        13075.3200820279          -21830.48790838512        -7613.535480143873        -422.8758188283572        24332.6472038421          -10640.72069370243        -12619.09630464023        -9407.653498126976        21391.20391956047         16662.4293010603          -11342.65280967794        -17294.64777397872        6383.159339539924         14129.24667423347         -21562.19945296784        -26217.3155435064         3057.86046658621          2972.325526271444         15003.50539443459         -14618.54982394524        16328.2559268525          -22115.34984737038        -5397.284225299229        13682.84290857175         -19312.56067788634        -2939.940692181815        -17993.73473635372        -2264.585970573693        -20451.24727238887        16792.89318815809         19145.27257715377         18055.44196651877         3603.359860084174         12330.44785575063         22243.82999274041         -7659.037095776299        
2920.748036017915         -25255.6507380255         -7689.396419137814        -16673.95885912256        11207.4489501427          -17371.87391567043        15366.47423861403         1776.985361879356         21587.50086460418         9914.977047962586         14362.34634262141         20018.41609257615         -21657.36230361111        11536.31037494893         10167.26726809508         -13860.29260508098        -11283.74432470681        -19644.76410108053        25368.97834550698         589.9014831290156         7848.607304773425         -389.2554306820828        -15376.41905505961        -21649.69735978002        -16854.28844557826        -20497.1466526293         -1155.688750980522        -9259.671066139108        12381.62285038319         21593.27592932638         2141.530842322039         20397.13479657446         16875.09862319056         20292.43843554635         6212.105809071106         -15970.05575840681        14087.83071204995         -20334.63533516628        -9671.732980918228        -2147.136390223417        25027.87960290923         -8630.169458703502        -11414.07910572014        -11810.77817396837        20869.74807479363         16772.9913718124          -8917.546868657208        -18561.80964667157        3730.267983971556         14783.53881148632         -21744.70641019368        -26012.75223650994        1444.970954877828         5175.829419505912         17138.19600236934         -13921.76418425771        14760.94982938141         -20546.83495186454        -6898.236634806021        15351.93448980243         -20035.50815881341        -5207.265384240189        -16638.93478375147        -112.1230549856659        -19410.03841083424        18127.81641236372         18177.50660506177         19318.88257802328         1374.942098106576         10526.06679837557         22367.60413855559         -9715.207007996778        
4605.953879812574         -25562.89026947732        -5552.929492322522        -16774.39109301474        8776.237249832766         -18628.1006275165         14592.12335577016         4398.746842611788         21749.01142461396         8469.028550723431         16469.85861276884         19035.06196399116         -23064.85547052098        10362.37718912286         8132.684409705961         -11494.43623531464        -12363.4601943137         -20502.78815947432        24550.03065978078         2213.056274403788         9896.338418416966         2312.700585261307         -15671.55350119818        -21315.29464956468        -15490.24999253705        -21310.17872752495        -3386.612071524567        -11140.97160386935        10397.82440499306         21750.30101530363         -11.63638080822075        19343.78570051203         18199.32921697932         20704.58203465881         8391.372213847522         -14363.87230101642        14950.60993240078         -18622.64114384864        -11627.12247658179        -3848.58431327011         25457.08056057283         -6527.85422149642         -10087.71596363596        -14088.35695517614        20126.38686749179         16705.26405307353         -6397.639940607763        -19631.63509068505        1037.70627359855          15280.67085619139         -21696.00290672499        -25531.70783661639        -183.2830478407363        7324.323003367323         19090.71832860494         -13076.98692550722        13036.69473637337         -18759.91054385389        -8325.870629438206        16857.82135224967         -20545.4764086002         -7419.246535330061        -15107.21764106675        2041.543848627158         -18162.49223310633        19270.00748339246         17016.52535938621         20376.98857396636         -868.1041081787397        8609.790899404776         22253.62802913116         -11668.10213552009        
6242.193781994195         -25598.41580061017        -3357.442498986525        -16696.52302781866        6251.756126623521         -19686.27717230831        13662.64907290275         6973.72923502229          21679.26497009639         6933.050525342405         18402.26207742637         17849.30802846457         -24227.18297942495        9078.311111677222         6011.655849685485         -9006.404030750215        -13311.74250062028        -21142.81460282333        23470.16753361981         3812.679023554029         11838.8567736462          4990.054597111459         -15800.07898222802        -20754.24244786102        -13961.57786230257        -21896.70655000686        -5581.519886834738        -12903.82648768163        8303.505021047091         21676.06253181312         -2164.668576925927        18084.82666318009         19330.06276752613         20896.6305128973          10481.42155923556         -12604.98003896711        15654.48431998066         -16712.73009074108        -13458.89933374225        -5509.114142321355        25615.67940235306         -4356.148810740147        -8654.118412183114        -16216.1469494458         19169.0255379746          16459.97296796142         -3809.748339500654        -20492.74376045231        -1665.870991934546        15615.34972146588         -21416.60346643645        -24779.30986264862        -1809.57698745993         9394.944522070828         20840.28854181593         -12093.20356741753        11173.83834105032         -16773.5977885005         -9664.998202396764        18184.48270660026         -20837.03108978602        -9552.342434878861        -13414.88099810772        4173.496902407885         -16721.88920701778        20207.31434170701         15674.68449717463         21218.50424167837         -3101.907446153741        6602.013951554486         21903.12335601738         -13496.94316555852        
7812.063310942942         -25361.8575384578         -1126.296706226288        -16441.19297775658        3660.865009328586         -20535.15641273888        12587.94273785623         9474.536660014932         21379.00731186404         5323.385179419038         20138.99387700249         16473.77155295383         -25131.98593105023        7697.774076079215         3826.750636575432         -6422.670032681415        -14118.5080134957         -21558.04154924182        22140.89260372262         5371.757710502772         13655.50487364857         7614.319461460931         -15760.62863100002        -19972.512274039          -12284.54109820307        -22250.50357629642        -7717.062648717138        -14529.48299346548        6120.949221193698         21371.35584919671         -4294.662073577899        16633.66283537274         20255.28009355422         20866.54028188806         12460.01791338552         -10712.0951726315         16191.97920527233         -14625.23203016135        -15147.58558182335        -7111.061617523408        25501.99459563462         -2138.162215392648        -7128.538891385093        -18171.50784677587        18007.85069957874         16039.73721356512         -1181.404648041575        -21135.9854240988         -4351.698251437047        15784.01615989739         -20909.48339229344        -23763.57953081446        -3416.613205530633        11365.67116922826         22368.29286264292         -10980.88101093603        9192.203724240047         -14609.03814605276        -10901.38059152054        19317.81529025994         -20907.06935634526        -11583.85786880659        -11579.9332703141         6261.057148469021         -15103.56474479466        20929.7745297716          14166.26609547025         21834.4887756816          -5302.70251626183         4524.098903179575         21319.83504524352         -15182.28191155209        
9298.88126852093          -24855.74224432442        1116.789500623161         -16011.12587664315        1031.102527541988         -21165.72907023997        11379.43140434401         11874.58755828597         20851.4359909298          3657.144515376038         21661.59141282621         14923.07864264614         -25769.65814378163        6235.44182480131          1601.196396788205         -3770.700498304515        -14775.18855241344        -21744.06527935912        20576.35101956098         6873.729357269991         15326.98608003575         10157.5985323625          -15553.62392895728        -18978.41854951397        -10476.97128781114        -22367.82638315529        -9770.546292314204        -16000.66545793125        3873.359108648688         20839.42758368496         -6378.981571796795        15005.73030889448         20965.16085422887         20614.63366430997         14306.13146460111         -8705.343342814918        16557.39799329948         -12382.34483998987        -16675.24648439447        -8637.402756636195        25117.24463405121         102.5256366143503         -5527.194991836123        -19933.65384965537        16655.20880995514         15449.03388131478         1459.456090771748         -21554.53666260584        -6991.225017086998        15784.88015691863         -20180.03816334634        -22495.33178501883        -4987.316940257808        13215.56615829058         23658.4926420282          -9751.844845804662        7112.860586308561         -12289.24737139822        -12021.88652273988        20245.78707677888         -20754.84869361607        -13492.19899690381        -9621.884863754311        8282.040498124599         -13324.72931830732        21429.72128094955         12507.3108985257          22218.41072557537         -7447.099078631306        2398.132725925216         20509.98088286868         -16706.21754870688        
