Orbiter1.MoonInertial.X   Orbiter1.MoonInertial.Y   Orbiter1.MoonInertial.Z   Orbiter2.MoonInertial.X   Orbiter2.MoonInertial.Y   Orbiter2.MoonInertial.Z   Orbiter3.MoonInertial.X   Orbiter3.MoonInertial.Y   Orbiter3.MoonInertial.Z   Orbiter4.MoonInertial.X   Orbiter4.MoonInertial.Y   Orbiter4.MoonInertial.Z   Orbiter5.MoonInertial.X   Orbiter5.MoonInertial.Y   Orbiter5.MoonInertial.Z   Orbiter6.MoonInertial.X   Orbiter6.MoonInertial.Y   Orbiter6.MoonInertial.Z   
-1772.21152294497         6036.981714277063         5065.528677580733         -2769.054193603122        -8673.976613599109        -7278.215022530232        5022.436990357804         -7858.536582574598        -6593.967612708104        6036.684706930508         1772.006738918542         -5065.423010878207        -8634.734501220111        2748.072895113379         7245.523273739469         -7885.550836698982        -5033.160503930587        6616.775583029928         
-1822.120292625856        6029.663228054706         5059.381915276288         -2735.245159280443        -8681.762856882066        -7284.741702581494        5053.108836260115         -7844.007074055495        -6581.768562861049        6029.348696703935         1821.904273688386         -5059.269623798609        -8642.495045255302        2714.200330149615         7252.041986115946         -7871.034867822586        -5063.785862655262        6604.595801732648         
-1871.968155673429        6022.143326926802         5053.065982935921         -2701.405441388328        -8689.452856449934        -7291.187430014659        5083.720811731488         -7829.385074124264        -6569.491701124556        6021.810750215081         1871.740638712246         -5052.946834846691        -8650.157841914232        2680.297545308189         7258.478857938928         -7856.426269762786        -5094.35161832493         6592.338296205708         
-1921.753485108202        6014.422400021343         5046.581207278068         -2667.535431784112        -8697.046573899454        -7297.552172419877        5114.272497332888         -7814.670669909101        -6557.137100912398        6014.07125490508          1921.514209809073         -5046.454967949423        -8657.722850986087        2646.364937264356         7264.833854683442         -7841.725128461214        -5124.857358066365        6580.003137752326         
-1971.474659439817        6006.500846366049         5039.927923338721         -2633.635522117736        -8704.543971377308        -7303.835897852812        5144.763473249041         -7799.863949309336        -6544.704836289951        6006.130608103354         1971.223368263571         -5039.794355328893        -8665.19003282112         2612.402902466652         7271.106942291983         -7826.931530615635        -5155.302668621822        6567.590398311149         
-2021.130062799057        5998.379074830038         5033.106474422413         -2599.706103834236        -8711.945011578558        -7310.038574833161        5175.193319286802         -7784.965000999044        -6532.194981977489        5997.989216969567         2020.866500956763         -5032.965337453817        -8672.559348328577        2578.411837139574         7277.298087172996         -7812.045563683831        -5185.687136347464        6555.100150459562         
-2070.718085068525        5990.057504063938         5026.117212052195         -2565.747568176084        -8719.249657744775        -7316.160172343254        5205.561614873455         -7769.973914431408        -6519.607613353408        5989.64749843454          2070.442000495212         -5025.968262989889        -8679.830758974815        2544.392137286486         7283.407256199076         -7797.067315887733        -5216.010347211268        6542.532467417128         
-2120.237122011982        5981.536562439345         5018.96049591832          -2531.760306185781        -8726.45787366241         -7322.200659826747        5235.867939055155         -7754.890779842273        -6506.942806457839        5981.105879139708         2119.948265339131         -5018.803488749138        -8687.004226781384        2510.344198691833         7289.434416705568         -7781.996876217454        -5246.271886791219        6529.887423049047         
-2169.6855754024          5972.816687986138         5011.636693826149         -2497.744708708255        -8733.569623661169        -7328.16000718702         5266.111870495239         -7739.715688254626        -6494.20063799576         5972.364795375499         2169.383699929283         -5011.4713796383          -8694.079714323045        2476.268416924402         7295.379536488879         -7766.834334435436        -5276.471340273391        6517.165091869538         
-2219.061853148713        5963.898328329378         5004.146181642747         -2463.701166393381        -8740.58487261238         -7334.038184786128        5296.292987472683         -7724.44873148232         -6481.381185340637        5963.424693018387         2218.746714812296         -5003.972308606026        -8701.057184726           2442.165187339531         7301.242583804909         -7751.579781080494        -5306.60829245043         6504.36554904544          
